DocID,NetSales,OperatingIncome,TotalAssets,NetAssets,EquityToAssetRatio,NumberOfIssuedShares,NetIncome
S100R3OA,3952437000000,219201000000,3104842000000,1132055000000,0.365,207001821,46371000000
S100R3OV,403711000000,30668000000,470114000000,296150000000,0.6166,268624000,28446000000
S100R3VK,101520000000,28327000000,157573000000,107403000000,0.673,41598381,14665000000
S100R3YD,420769000000,54739000000,370657000000,234408000000,0.620,87789000,26034000000
S100R3Z8,417709000000,24081000000,224315000000,94055000000,0.419,40013722,11798000000
S100R3ZD,２  報告セグメントごとの利益又は損失の金額の算定方法報告されている事業セグメントの会計処理の方法は、「連結財務諸表作成のための基本となる重要な事項」における記載と同一であります。なお、市場部門で調達した資金を個人部門、法人部門で活用する場合、社内の一定のルールに基づいて算出した損益を、それぞれの部門の業績として振り分けております。当グループでは、資産を事業セグメント別に配分していないことから、セグメント資産の開示を省略しております。 ,52652000000,59110075000000,2356178000000,0.0357,2324118000,175162000000
S100R3ZX,2434864000000,177744000000,12174917000000,1171504000000,0.238,1324629128,128958000000
S100R42K,2244314000000,-28737000000,4258633000000,833711000000,0.179,502883000,46483000000
S100R42S,1114308000000,124572000000,1393869000000,686909000000,0.438,549163354,23849000000
S100R43I,83452000000,26802000000,83183000000,66927000000,0.805,40923408,9809000000
S100R44M,8002733000000,357526000000,6013931000000,1913513000000,0.318,2453053000,139098000000
S100R44U,864224000000,114092000000,5790929000000,778582000000,0.130,895834160,68796000000
S100R44X,448381000000,3592000000,367662000000,68503000000,0.180,108911000,7077000000
S100R45X,681006000000,21359000000,573198000000,296061000000,0.490,244066144,7104000000
S100R46X,262054000000,28231000000,275518000000,183097000000,0.657,148500884,18951000000
S100R471,4256195000,823210000,11360903000,10231277000,0.887,18267524,947479000
S100R482,17900056000,4113091000,11484197000,3937263000,0.340,40290800,1265257000
S100R49G,3239801000,708552000,3135846000,1343632000,0.427,13520,129593000
S100R4BH,914915000000,74835000000,952659000000,392061000000,0.370,149296000,40267000000
S100R4CP,－,599000000,4388000000,1838000000,0.419,11477150,－
S100R4DC,8743000000,1578000000,6142000000,4593000000,0.748,45304000,1018000000
S100R4DE,2878038000,593398000,2770978000,2221423000,0.798,7456800,317195000
S100R4E4,82898000000,11242000000,760587000000,128016000000,0.163,484620136,9346000000
S100R4G7,1013823000000,143499000000,1765105000000,1125954000000,0.564,233292219,92009000000
S100R4HI,648986000000,55360000000,804038000000,553282000000,0.6255,231739000,55000000000
S100R4HV,618119000000,46034000000,2592981000000,295039000000,0.101,30287810,25515000000
S100R4IA,3840341000000,303194000000,5572508000000,1377947000000,0.247,1506288000,98609000000
S100R4IT,528721000000,106218000000,642785000000,386097000000,0.601,251260000,50931000000
S100R4IV,103118889000,23659363000,81416570000,17079583000,0.192,14232500,3461076000
S100R4LO,1835118000000,107698000000,40969439000000,2680793000000,0.064,3493563000,-12470000000
S100R4M3,91132000,136169000,425575000,297402000,0.6988,222300,-79644000
S100R4M8,723849000000,29347000000,549459000000,125246000000,0.228,84500000,7189000000
S100R4MH,3410342000,519107000,1658986000,469935000,0.283,11074,14197000
S100R4MS,122577000000,12786000000,141267000000,69064000000,0.489,42973000,4328000000
S100R4NL,459267000000,60234000000,834717000000,498138000000,0.597,397900000,68470000000
S100R4PN,588069000000,34052000000,262195000000,171055000000,0.652,119331184,23933000000
S100R4QG,544126000000,-119091000000,3237596000000,1179861000000,0.333,192481400,102750000000
S100R4R5,74163000000,54135000000,244909000000,218476000000,0.892,99600000,32223000000
S100R4RK,1043186000000,155713000000,762807000000,389427000000,0.466,320197000,43465000000
S100R4RQ,－,-15804000000,2090679000000,462146000000,0.221,167080000,27453000000
S100R4SI,3307661000000,99325000000,7257363000000,1532946000000,0.209,938733000,115077000000
S100R4TX,599481000000,115960000000,1120790000000,698034000000,0.623,379760000,58099000000
S100R4UY,586086000000,52180000000,574960000000,346658000000,0.589,176981000,32380000000
S100R4VV,3776677000,313700000,6273014000,318068000,0.050,13000,152219000
S100R4YQ,4519921000000,252051000000,4356211000000,2399946000000,0.551,2147201000,164533000000
S100R4YW,1981331000000,33810000000,1345821000000,596459000000,0.403,574580000,54908000000
S100R4ZI,２  報告セグメントごとの粗利益、営業純益及び固定資産の金額の算定方法報告されている事業セグメントの会計処理の方法は、連結の範囲を除き、「連結財務諸表作成のための基本となる重要な事項」における記載と概ね同一であります。連結の範囲は主要な子会社を対象としており、計数は原則として内部取引消去等連結調整前の社内管理計数となっております。複数セグメントに跨る収益・費用の計上方法は、原則として市場実勢価格を基とする社内管理会計基準により算定しております。なお、セグメント別資産情報として開示している固定資産は、有形固定資産及び無形固定資産の合計であり、三菱ＵＦＪ銀行及び三菱ＵＦＪ信託銀行株式会社(以下、「三菱ＵＦＪ信託銀行」という。)に係る固定資産を各セグメントに配分しております。 (報告セグメントの利益又は損失の算定方法の変更)当連結会計年度より、事業本部間の粗利益・経費の配賦方法を変更しており、報告セグメントの利益の算定方法を変更しております。なお、前連結会計年度のセグメント情報は、変更後の算定方法に基づき作成しております。,577676000000,311138903000000,17261677000000,0.0520,13667770520,872689000000
S100R500,459486000000,50252000000,409982000000,222885000000,0.533,379830000,39567000000
S100R509,2170403000000,202647000000,2575203000000,1402710000000,0.536,1402616000,147512000000
S100R516,124589000000,-9532000000,174817000000,74965000000,0.426,69100000,621000000
S100R51F,3181928000000,45624000000,1617911000000,592848000000,0.307,244524000,34359000000
S100R51X,292779000000,20915000000,213761000000,84259000000,0.3584,28702118,8014000000
S100R52T,7165000,-2052637000,5367176000,4870306000,0.856,151557400,-2934960000
S100R54J,7517353000,355174000,4091101000,1777836000,0.435,2250000,113683000
S100R54V,118910000000,13255000000,120655000000,33587000000,0.278,26803320,6743000000
S100R56A,398989000000,71479000000,874427000000,766754000000,0.876,110000000,45441000000
S100R598,1623710000000,148910000000,2968475000000,2265919000000,0.763,377618580,55129000000
S100R5A1,543255000000,36982000000,650697000000,318140000000,0.439,43448769,21182000000
S100R5AK,452928000000,63824000000,494683000000,246158000000,0.4795,61989206,14986000000
S100R5CO,2394767000000,84716000000,1848551000000,357331000000,0.185,532416000,64012000000
S100R5E3,1033703000000,106590000000,1185256000000,486407000000,0.410,215115038,50503000000
S100R5E5,2612000000,-201000000,3686000000,2383000000,0.6464,558900,-592000000
S100R5G1,3564172000000,104227000000,2877613000000,1233441000000,0.418,631803000,63155000000
S100R5G3,207109000000,31773000000,185673000000,125885000000,0.678,155064249,－
S100R5G8,1088527000,-647127000,7489998000,7071150000,0.937,71066391,-601424000
S100R5ME,730157000000,44038000000,740286000000,354552000000,0.445,106200000,32499000000
S100R5P4,84934000000,16501000000,77544000000,39609000000,0.510,23824000,9243000000
S100R5QK,2481109000000,316350000000,2700890000000,1446849000000,0.524,293113000,189048000000
S100R5R5,384893000000,17893000000,2161872000000,182159000000,0.080,49004000,16594000000
S100R5RO,1707470000,-542605000,11027879000,7352538000,0.5874,28300641,-1566803000
S100R5SW,(1）経常収益　当行グループは、本邦の外部顧客に対する経常収益に区分した金額が連結損益計算書の経常収益の90％を超えるため、記載を省略しております。,,14964129000000,952267000000,0.0636,840521000,50478000000
S100R5TK,177174000000,10039000000,124165000000,35628000000,0.281,30826000,4569000000
S100R5TO,450984000000,46614000000,557577000000,326781000000,0.586,105700000,11876000000
S100R5Z5,２．報告セグメントごとの売上収益、利益又は損失、資産、その他の項目の金額の算定方法　報告されている事業セグメントの会計処理の方法は、「連結財務諸表作成のための基本となる重要な事項」における記載と概ね同一です。報告セグメントの利益は、営業利益ベースの数値です。セグメント間の内部収益および振替高は市場実勢価格に基づいています。　,36784000000,890196000000,284752000000,0.320,223660417,25341000000
S100R5ZF,149319000000,14615000000,486959000000,416339000000,0.855,0.0044,10212000000
S100R635,3177985000000,122195000000,3053263000000,1776313000000,0.508,793941000,118063000000
S100R63S,153250000000,3864000000,1936417000000,413050000000,0.197,190662000,35962000000
S100R63Z,524235000000,36707000000,299259000000,135399000000,0.442,62812000,8883000000
S100R64J,322054000000,83817000000,2405249000000,568698000000,0.233,719830974,37459000000
S100R64R,12961420000,194871000,14282775000,2205193000,0.148,318538,377916000
S100R65V,1344987000000,153306000000,1389255000000,758190000000,0.546,294431000,46570000000
S100R66L,712111000000,27076000000,477913000000,166158000000,0.3062,312430277,15379000000
S100R670,656504000000,-10029000000,999100000000,280239000000,0.160,83098000,-69599000000
S100R69X,81356000000,13127000000,47406000000,19348000000,0.407,39325320,5926000000
S100R69Y,(1）売上高　本邦の外部顧客への売上高が損益計算書の売上高の90％を超えるため、記載を省略しております。,-16694000000,77107000000,27254000000,0.354,1800000,9122000000
S100R6C4,439627000000,50682000000,390245000000,264308000000,0.677,193883000,25992000000
S100R6C6,960986000,-931547000,2999407000,2130953000,0.7105,61700,-1040521000
S100R6CC,11129630000000,785905000000,8477811000000,2717840000000,0.321,3385994000,187072000000
S100R6CY,2149168000000,187197000000,2130894000000,1116335000000,0.436,848422669,113444000000
S100R6EO,916071000000,46701000000,1034428000000,450645000000,0.4009,127140000,43452000000
S100R6F0,4168907000,868787000,4402369000,3094139000,0.703,18303,207748000
S100R6GQ,1349522000000,147310000000,1590902000000,551782000000,0.347,204510215,76115000000
S100R6JP,1089676000000,94479000000,1038389000000,540181000000,0.5202,399634778,30629000000
S100R6MH,－,20524000000,275556000000,29954000000,0.109,152951200,13005000000
S100R6N2,179542000000,8693000000,401426000000,132050000000,0.317,108520799,12358000000
S100R6SW,111289000000,14144000000,122665000000,41593000000,0.339,48857000,5940000000
S100R6VA,143740000000,13966000000,150115000000,47940000000,0.319,154973000,7686000000
S100R6WA,574921000000,41486000000,6306988000000,2239071000000,0.338,0.0018,20544000000
S100R725,298161000000,22011000000,357530000000,211594000000,0.592,259020914,22135000000
S100R73K,215495000000,26264000000,206426000000,117774000000,0.566,67811000,15861000000
S100R73S,338175000000,38538000000,567861000000,441431000000,0.777,368115000,33008000000
S100R76C,204896000000,50959000000,246990000000,182074000000,0.730,149000000,29372000000
S100R76K,－,-741902000,3621843000,1652271000,0.4562,129600,-859007000
S100R773,1575026000000,125480000000,2048893000000,595827000000,0.783,225271000,67005000000
S100R78X,308426000000,27425000000,246947000000,102660000000,0.416,109663000,14238000000
S100R7AV,1383657000000,48624000000,4794039000000,665250000000,0.133,474184000,30970000000
S100R7BX,1664960000000,45145000000,1860794000000,735242000000,0.392,788514613,99668000000
S100R7E9,4078344000000,2137000000,5240353000000,1411564000000,0.2694,337364000,96061000000
S100R7FN,1347488000,-309842000,3281444000,1612730000,0.491,15142000,-344398000
S100R7FQ,28646000000,17166000000,50029000000,42149000000,0.843,64224800,6210000000
S100R7FW,484386000000,83567000000,804207000000,257291000000,0.320,46549642,11521000000
S100R7HO,826257000000,53434000000,738175000000,503564000000,0.6250,321578000,72895000000
S100R7I1,440565000000,24771000000,340491000000,126895000000,0.350,152861000,11681000000
S100R7I3,97241000000,740000000,889341000000,368022000000,0.413,128550830,27213000000
